MINERVA	GAMBLE
RICHIE	MCMILLAN
CATHERINE	PUGH
NADINE	SWEET
URSULA	EWING
KARI	MAXWELL
MOHAMED	CLINE
JOSEPHINE	GARDNER
BEAU	MELENDEZ
LULA	WILKERSON
EFRAIN	STEVENSON
IAN	WRIGHT
SYLVESTER	VAZQUEZ
FRANCES	WEBSTER
DEE	GRAHAM
MEGAN	MCCRAY
REYNA	BLACKWELL
LEOLA	UNDERWOOD
JACQUELINE	HAMMOND
EVANGELINE	BARTON
GRACIE	ELLIS
LUKE	HARMON
INES	BASS
MOLLY	SPENCE
BOOKER	TRAN
REYES	MENDOZA
STEFAN	BRADFORD
MARCOS	FUENTES
MAYRA	HENDERSON
BERTA	WOODS
DEREK	CAIN
LIDIA	BARR
ERICKA	MULLEN
MARCEL	CONTRERAS
YESENIA	SALINAS
KENYA	HENSLEY
LEMUEL	DILLON
MAJOR	RODRIGUEZ
VAN	CURTIS
PRISCILLA	AVERY
ODELL	CHERRY
ALEXANDER	MUELLER
CLARISSA	BIRD
LYNN	RIVERA
DORTHY	HOPKINS
MARY	FULTON
KATHIE	RICE
MEAGAN	MATHEWS
HALEY	JARVIS
LAURI	COPELAND
GLENNA	BARRERA
STACEY	MCGEE
WILDA	KIRKLAND
ADRIAN	BEASLEY
ANIBAL	MANNING
JAMIE	BUCKNER
PHIL	NOLAN
CALEB	LYNCH
ORVILLE	MCFARLAND
ELIAS	BENDER
JACLYN	PATRICK
ALICIA	LOPEZ
TANISHA	GALLEGOS
GUSTAVO	TRAVIS
MATT	GARRISON
RUFUS	BARRY
CLINTON	HESS
SONDRA	KEY
EVELYN	POWELL
COLEMAN	SOSA
ALDO	BARRETT
LACY	CAMPBELL
MARLA	SEARS
MARTA	PARKER
LADONNA	LE
JEANNETTE	MCMAHON
RHEA	PRINCE
GRAHAM	SLOAN
ALVA	BLACKBURN
KAY	SHAFFER
BETTYE	SKINNER
ERNESTO	VALENZUELA
SAMUEL	TERRELL
CECILE	HANSON
CARA	COMBS
MICHEL	MARQUEZ
CARMELO	POWERS
DREW	RODGERS
LIZZIE	CANTU
MARIA	BLAIR
SUSIE	RAMSEY
CHADWICK	OLIVER
WENDI	RIVAS
LORNA	RODRIQUEZ
QUINTON	BARKER
GINA	STEPHENS
DARREN	SLATER
DIXIE	OSBORNE
PERRY	HARDIN
MILLIE	DRAKE
JESUS	ADAMS
DAVIS	CARROLL
MAYNARD	ALLEN
GABRIELA	VELAZQUEZ
TERRA	KIRBY
ELEANOR	CAMPOS
MATTHEW	CHAN
EARL	HENRY
CAROLE	MCKAY
YOLANDA	BARNES
LANE	LARSON
EFREN	MCKEE
EDITH	MCLAUGHLIN
ANDERSON	MAY
SOPHIE	RUTLEDGE
ALEXANDRIA	HUTCHINSON
JOSEFINA	FARMER
GERRY	FOSTER
LON	PALMER
ELISE	SILVA
JOHN	JOHNS
MILLARD	MASON
MAX	STEELE
THERESE	WHEELER
LAURIE	NEAL
RAPHAEL	PECK
MATILDA	HOLMES
JESSIE	COLLIER
CHANDRA	WALKER
RODRIGO	HANSEN
TREVOR	GENTRY
LEONOR	ATKINS
DORA	MCCULLOUGH
JARED	GILLESPIE
PATRICIA	CARLSON
ESTELLA	DYER
JERRI	SHELTON
WHITNEY	MCDANIEL
LEWIS	CHAVEZ
GEOFFREY	MCBRIDE
TED	BRITT
MAMIE	KNIGHT
WALDO	RICHMOND
BOBBY	KAUFMAN
HAZEL	MACK
DARCY	STEWART
JULIAN	MULLINS
CLAIR	VELEZ
ANGEL	NORRIS
VIRGIE	MCKENZIE
HILARY	LOVE
INA	HUFF
DELORIS	BOWERS
CARLENE	OSBORN
TANNER	WITT
JOHNNY	HOLLAND
FERN	PERKINS
LINDSEY	GUERRA
GUADALUPE	MAYER
ELLIOT	CAMACHO
RITA	HYDE
LILIANA	OLSON
MADELEINE	MORROW
CHARLENE	LAMBERT
JAMI	ANDREWS
GRETCHEN	MORGAN
CARMEN	GOFF
PEARLIE	BAIRD
ANGELITA	ALSTON
JARROD	ODOM
TOBY	LEBLANC
VICTORIA	SELLERS
DARLA	CUMMINGS
IRIS	CHAPMAN
TOD	KOCH
KARYN	KNAPP
IVY	WILEY
PAMELA	PARK
SHARLENE	BENNETT
RUSSEL	PATEL
JUNE	HAMILTON
MYRTLE	GUTIERREZ
GREGORY	ELLISON
ERICH	KENNEDY
GARTH	TYLER
VELMA	GRIMES
MELINDA	PERRY
MICAH	MONTOYA
MARISA	STOUT
DAREN	AGUIRRE
HENRIETTA	GREEN
JESSICA	WATTS
DALLAS	GONZALES
CHRISTI	BARNETT
FABIAN	GOODMAN
LAWANDA	FLOWERS
JASMINE	BRYANT
CONSUELO	HIGGINS
BLAIR	RHODES
JORDAN	MICHAEL
EVA	HEATH
ELMO	MARSHALL
MARTY	DUNLAP
HOMER	FORBES
MELISSA	TUCKER
ROYCE	MEDINA
AISHA	HARTMAN
EMILIA	BRADY
SHERRY	VANG
JON	SCHULTZ
KATHARINE	MCGUIRE
MARVA	FERGUSON
ARON	FREDERICK
MARCUS	KLEIN
BERRY	MORRISON
MAURICIO	HOOD
BRYAN	BURKE
SONNY	GONZALEZ
ALYSSA	BUSH
MERLIN	GILL
ROBYN	GOULD
JANNA	HOLT
LESLEY	PARSONS
JAIME	WALLER
DEWITT	TYSON
KEVEN	HOLLOWAY
BILLY	CHARLES
SANTOS	REYES
ETHAN	CERVANTES
PHILLIP	CARNEY
JAVIER	MURPHY
CESAR	HICKMAN
DAWN	BALDWIN
VALARIE	ALVARADO
GENA	DECKER
DELIA	CALDWELL
LUPE	WOOD
WARD	WILKINS
JEANNIE	RANDOLPH
MARY	SANTIAGO
GEORGETTE	GOLDEN
DEANNE	REED
CALLIE	SAUNDERS
DANTE	BENTON
REVA	DUKE
GWEN	WELCH
KARA	KRAMER
CARTER	MUNOZ
CRUZ	NIELSEN
ELOISE	BRENNAN
MILLICENT	HINES
TIA	WISE
DENISE	SHERMAN
HOWARD	NORTON
NOLAN	FOX
ANGIE	BOYLE
VALENTIN	ODONNELL
KATRINA	VINSON
RANDAL	BERGER
IVORY	GLASS
SAUL	HERRERA
LESSIE	LAMB
KURTIS	HORNE
DEANNA	CARRILLO
STEVIE	MCLEOD
MADGE	PEARSON
LAVONNE	WAGNER
MARGERY	GILMORE
THANH	WELLS
KAYLA	DURAN
CARISSA	GAINES
WILBURN	BERG
JONATHON	GRIFFITH
LILA	CHEN
LANA	BLACK
LAVERNE	BATTLE
MARION	BOYD
WESTON	SIMPSON
IMOGENE	HARDY
ELWOOD	FLORES
TINA	ZAMORA
BRYON	GRAY
ANITA	LANGLEY
LILIAN	FREEMAN
KIMBERLEY	STEIN
MATTIE	BARBER
KATHERYN	KNOWLES
KATHRINE	STONE
ALPHONSO	REILLY
LILLIE	MCCARTHY
MADELINE	STEWART
CHARLOTTE	BALL
MELINDA	ONEIL
SAVANNAH	BRANCH
EDWIN	JAMES
RODOLFO	LEONARD
ELSA	CAMPOS
BRET	MACK
DUDLEY	FISHER
DAWN	BARRETT
MARLON	SOTO
ABBY	PARK
ALISSA	MULLINS
TERRA	WOOD
ELISABETH	AYERS
ALINE	COLLINS
DANE	HAYES
KENDRICK	ROBINSON
JULIUS	HUTCHINSON
SEAN	DODSON
KATRINA	STEPHENS
VALERIA	HOBBS
LESLIE	MALONE
SALVATORE	GOFF
BETHANY	HOWELL
MARGARITO	RICHMOND
JODY	MATTHEWS
ISRAEL	LOGAN
EUGENIO	BEST
MORGAN	HORN
XAVIER	ATKINS
STEVEN	SYKES
KEN	SCHULTZ
URSULA	WRIGHT
BILLIE	MASON
WILLARD	ABBOTT
ANDY	KENT
BRADY	BLACK
HANS	MAYO
HERMAN	GILL
JONATHON	RICHARDS
GENE	FLOWERS
GARRY	TOWNSEND
NATHAN	NOLAN
LUKE	GALLOWAY
MORTON	MAYNARD
HATTIE	WALTERS
MARIA	DOYLE
OSCAR	PERKINS
GERTRUDE	MIRANDA
ALEXANDER	CARDENAS
KARIN	JOHNS
MATT	BARNETT
STACEY	WILKERSON
DONN	MONTOYA
HENRY	EVERETT
OLLIE	FAULKNER
HUNTER	HARRELL
JULIET	TODD
AVIS	REED
ELBERT	SKINNER
ALANA	MARKS
RUSSELL	WILEY
LUISA	FOSTER
NELL	BOOKER
CORNELL	LEON
LUCIA	SHARPE
TIA	WHITFIELD
ODIS	GONZALES
REX	SNOW
JANELL	BERGER
MERLIN	BREWER
SANDY	WOODARD
KRIS	DOUGLAS
ROSEMARY	TERRELL
ROOSEVELT	RAYMOND
EMANUEL	DELGADO
MARION	VALENZUELA
JEANNINE	VEGA
JUNE	GALLEGOS
JOSE	MORAN
MAURICE	CASTANEDA
KEVIN	WARE
KARA	WILLIAMSON
DOUGLAS	MADDEN
LONNIE	CONWAY
JEWELL	JOHNSTON
DARRIN	DUNLAP
LAUREL	BURKS
LEE	CLEMENTS
LUCIO	MCKENZIE
HANK	SEARS
GUS	REEVES
RANDAL	BRYAN
SANFORD	RICHARD
KENTON	SELLERS
BERNARD	LITTLE
ARRON	BURT
MARICELA	FRANCIS
ZANE	WADE
GARLAND	KEMP
MARJORIE	HUMPHREY
ISSAC	GARZA
RODNEY	DALE
EDMOND	MCCALL
SARA	SNYDER
DIXIE	MAYS
ERNEST	ELLIOTT
GEORGE	REILLY
JEANINE	DUNCAN
GARTH	POLLARD
TAMERA	POWERS
MARIA	KENNEDY
BENNETT	PUGH
DENIS	COFFEY
LESSIE	GILBERT
DENISE	WHITLEY
LOUISE	DUDLEY
JOSUE	BROWN
BENITA	ROACH
JULIO	SHERMAN
NATALIE	CONRAD
EMMA	WEEKS
TONY	JIMENEZ
ELBA	KIM
JUANA	MUELLER
LLOYD	MERRILL
HALEY	BLANKENSHIP
KARYN	MONROE
BRYON	BENSON
KIM	DOMINGUEZ
SHELLEY	TRAN
CARMELO	ATKINSON
HARRIS	CARSON
ALEXIS	SHANNON
MARISSA	HEAD
MINERVA	HYDE
LEANNE	BERNARD
MARLENE	MOON
DOUG	OSBORN
MONA	COCHRAN
GREG	SANFORD
WILSON	FOX
MIGUEL	WHITE
NOEMI	MCKNIGHT
JANNA	CAMERON
NATHANIEL	BAUER
TRACY	WARNER
AMELIA	HOLMES
ELLIOT	ROSALES
GOLDIE	STRICKLAND
MARISOL	HOLMAN
WALDO	GREENE
TAMARA	ZIMMERMAN
BYRON	MCKEE
MARYANN	RANDALL
RAMON	KERR
KERRY	BRYANT
QUENTIN	WILKINS
CONCETTA	FLEMING
NORMA	WALKER
NOE	MIDDLETON
GONZALO	GREEN
THERESE	ENGLISH
MAYRA	RUSSELL
GEOFFREY	MEYER
JORDAN	GILMORE
ROSARIO	CLEMONS
THANH	SHAW
ROSARIO	HOUSTON
ELLA	WATTS
TERRI	LAMBERT
RODRICK	CROSBY
THAD	PATTERSON
CHANDRA	RIGGS
NORMAN	MORGAN
DIANNA	GRIFFITH
VICKY	TERRY
BETTY	HOOD
HELENA	GOMEZ
LAURI	CANTU
REGGIE	WALLACE
SILAS	MAY
MABEL	FERRELL
DEANDRE	LYONS
FELECIA	HOLLOWAY
RICO	NELSON
LOUELLA	HARMON
THURMAN	THOMAS
ADRIAN	HORNE
KRYSTAL	DURHAM
ROSA	COTE
DORTHY	CLEVELAND
RIGOBERTO	GLENN
FRANCES	MATHIS
SHANNON	WHITNEY
VICTORIA	JENNINGS
MOHAMMAD	MORTON
ANGELO	ARMSTRONG
NORBERTO	GLOVER
TERRELL	STRONG
CAROLE	PACE
RACHEL	HAYNES
MARION	ROGERS
SONYA	HOLDEN
BRICE	KING
ROBERT	FIELDS
JOSEF	YATES
IRVING	CARROLL
RICKIE	FARMER
VONDA	ALLEN
BASIL	PEARSON
MICHEL	FLETCHER
HOLLY	PETERSON
DARREN	SPENCER
ANNA	GRAY
WADE	PARKER
ASHLEY	CUNNINGHAM
MOLLIE	KNOX
EDUARDO	ALLISON
CLINTON	HARDING
DEANA	FULLER
SONNY	ADAMS
BOBBY	LEE
MARCELLA	SIMPSON
CLAYTON	CANNON
ABDUL	BAIRD
LELIA	GROSS
THERESA	SAVAGE
ALYSSA	LANDRY
GLENNA	GOODMAN
BENNIE	SANDOVAL
TERRIE	CLINE
MARIE	SPENCE
DOLORES	RAMIREZ
STANLEY	FOREMAN
ALICIA	WOLFE
PRINCE	AVILA
LAURIE	ADKINS
DEWAYNE	BANKS
KENNY	GUERRERO
ALBA	GUY
MAE	RAY
KATY	SCOTT
GRACIELA	BEASLEY
FLOSSIE	ROY
AUGUSTUS	WARD
CARTER	CABRERA
LORAINE	OBRIEN
CARMEN	EWING
GROVER	WEISS
BETSY	DOWNS
HARRY	MCLAUGHLIN
BRANDEN	GAINES
ELVIRA	BROCK
KRISTOPHER	RAMOS
MOISES	PETTY
JEANIE	MORRIS
BERYL	GUTHRIE
LYNN	MORSE
DAREN	WINTERS
ARMANDO	RAMSEY
MADELEINE	OLSEN
JOSEFINA	ROTH
BRYCE	BOWEN
TARA	BOND
CINDY	WILKINSON
CAROL	ELLISON
BEULAH	SALAS
BRYANT	RANDOLPH
TRUDY	HERNANDEZ
DANIAL	FRANK
HOWARD	DICKERSON
GEORGIA	VANCE
JANNIE	BOYER
ROSALIE	CASEY
CECILE	POTTS
PEARL	RASMUSSEN
DIEGO	VINCENT
MELANIE	ORR
KATHERINE	HUBBARD
JESUS	CARVER
WINIFRED	HART
DENNY	WYATT
ALVA	IRWIN
RANDELL	BURNETT
DREW	WORKMAN
RUSTY	ALVAREZ
DARWIN	CERVANTES
EARNEST	WALSH
OPHELIA	BARKER
JOSIAH	TILLMAN
SPENCER	WOOTEN
CLEMENT	FROST
WILBURN	CHAPMAN
LON	GARRETT
RODGER	SANTANA
NATASHA	BOYLE
RORY	DELANEY
JAMAL	HATFIELD
PAIGE	FRANCO
DARRELL	HARRIS
ARNOLD	MCCARTHY
LORNA	DILLON
GAVIN	RUTLEDGE
DENA	STAFFORD
LUCY	CHERRY
JAME	MARTINEZ
BRADLY	VELEZ
GAIL	CALDERON
BENNY	DILLARD
KRISTIN	AYALA
BEAU	BALLARD
CAROL	PACHECO
JODIE	HALEY
LINDSEY	LINDSAY
LEO	PECK
OSVALDO	WILDER
WILL	BECKER
GALEN	ALBERT
ARCHIE	NIELSEN
GLENN	JENKINS
SHAWN	BARBER
FLORA	WALLER
CARMELA	TANNER
STERLING	HANSEN
SELMA	DONALDSON
VIOLET	DELACRUZ
SIDNEY	JACOBS
GINA	STARK
ALISHA	DYER
CLEO	POWELL
KATHARINE	HENRY
JESSIE	QUINN
TERESA	HENSON
HOLLIS	DONOVAN
AUSTIN	DAVID
ANTONY	MEADOWS
MONTY	STEVENS
INA	SOLIS
BART	GUERRA
KRISTINA	HUFF
GILDA	FITZGERALD
IRMA	PAGE
MARTINA	STANTON
REFUGIO	WEAVER
MARCELINO	LUCAS
ALVIN	SINGLETON
RICHIE	BIRD
BERNICE	LONG
PHILIP	FLYNN
CLARICE	ROMERO
CHRISTIE	VELAZQUEZ
JAMI	ROMAN
LENARD	VILLARREAL
BIANCA	CURTIS
JOLENE	MCKAY
KELVIN	ROBBINS
LAWRENCE	GARNER
ESTER	MCGEE
JOYCE	BRITT
KEITH	BURKE
MARIANA	CHRISTIAN
EFREN	ENGLAND
MATTIE	PENA
SABRINA	SHEPARD
NONA	MCLEAN
ERVIN	YORK
ROBBY	BURTON
JOSEPH	EDWARDS
MANUEL	GARCIA
RAFAEL	MURPHY
HEATH	JENSEN
HARLEY	ROSS
REGINALD	ALSTON
YONG	HARDIN
JOHN	ARNOLD
AUTUMN	GLASS
CYRIL	LINDSEY
ADAN	CHASE
RUFUS	FUENTES
HECTOR	SCHWARTZ
GAY	ESTRADA
VANESSA	CALLAHAN
ANGELA	GOULD
DAN	ANDERSON
RILEY	HOGAN
HELGA	WALLS
ERICKA	PERRY
CHRISTINA	HOOPER
TONI	HOLCOMB
MYRTLE	WILCOX
JULES	MCDANIEL
LEOLA	MCKINNEY
SHAWNA	WYNN
SAL	LAWSON
KERMIT	CURRY
JEROME	WATSON
TABATHA	COX
LATISHA	MACIAS
NAPOLEON	HERRING
TYRONE	ALEXANDER
MORGAN	BARRON
SILVIA	GRAVES
LILLIAN	SHAFFER
ROYAL	MOORE
LAVONNE	SALAZAR
LUANN	CHAN
HERBERT	RUIZ
BRADFORD	CLAY
GLADYS	MICHAEL
PEGGY	OWENS
ELNORA	DAUGHERTY
AMADO	NASH
AGUSTIN	DANIELS
LIZA	BUSH
DANNIE	HARPER
INES	RIDDLE
ROBERTO	TUCKER
ANGELINA	MENDOZA
WILLIE	MOSES
ALLEN	BERG
LETICIA	ERICKSON
TASHA	HUBER
MARCUS	MILES
EMMANUEL	OCONNOR
MACK	BAKER
CATHLEEN	BARTLETT
KIRBY	CAIN
SALLY	HINTON
DOYLE	HOOVER
FREDERICK	DICKSON
MICHELE	SMITH
JEFFERSON	PITTMAN
ADA	PICKETT
BARRY	ROCHA
GUADALUPE	HINES
ANA	WILSON
LUELLA	MERCER
STEPHANIE	FRY
ADELINE	GRANT
OFELIA	ANDREWS
ERWIN	VALDEZ
MILLARD	BRIDGES
ANGELITA	SCHROEDER
MILLICENT	MEYERS
DIANNE	BLANCHARD
JULIAN	SAMPSON
LOUIS	PRINCE
CYRUS	KIRK
KATHY	SHARP
LAKISHA	BERRY
MAURA	LARSEN
TERRANCE	SHORT
ISIDRO	DANIEL
GWENDOLYN	WELCH
JUAN	AGUILAR
GWEN	BENNETT
EMMETT	ROSE
JAMES	POTTER
SCOTT	KIRKLAND
JERMAINE	BOWMAN
JUDSON	BENDER
RAUL	FLOYD
SYLVESTER	WEBSTER
RON	BAXTER
JEANETTE	MORIN
LACY	MITCHELL
YOUNG	VASQUEZ
JAMEL	PARRISH
BOBBI	SOLOMON
ART	PATTON
HANNAH	LAMB
REINALDO	SANTOS
DEANN	BARRERA
ASHLEE	KLEIN
ANN	GREER
ANTONIA	HORTON
BONITA	CARNEY
DEWITT	PRICE
REVA	JOYNER
LILA	WHEELER
KASEY	ONEILL
BRANDIE	AGUIRRE
LAUREN	COMBS
RAE	GRIMES
LORRAINE	WHITEHEAD
BERTIE	HIGGINS
FRITZ	CARTER
LOUISA	FORD
JAMES	MCGUIRE
JODI	MCCARTY
MICKEY	SCHNEIDER
DINO	FOLEY
DARRYL	CONLEY
ARLENE	PADILLA
BERNIE	WIGGINS
CHERRY	THORNTON
CLAUDIA	VALENTINE
JANINE	CRAIG
CALLIE	STOKES
BILLY	MOONEY
JACKIE	JONES
JEANNETTE	REYES
CARLY	BOLTON
PAUL	VAZQUEZ
NICHOLE	BRENNAN
BRUNO	CRANE
JESSICA	PRATT
LAURENCE	TRUJILLO
LENORE	HARRISON
SAM	BURCH
ABE	HERMAN
ILENE	CHURCH
DEIDRE	MOLINA
STELLA	HALE
SHIRLEY	MCMILLAN
LAURA	SHIELDS
DOMINGO	FISCHER
CAREY	HEATH
ELISE	LEACH
HARRISON	CAREY
QUINN	MACDONALD
LEANNA	LE
EDMUND	SUTTON
TORY	GENTRY
SCOTTIE	BRADSHAW
AGNES	DURAN
TREVOR	NICHOLS
RUSS	CORTEZ
CASANDRA	DEAN
GENEVA	CROSS
DENNIS	BATTLE
STEPHAN	BOWERS
AIMEE	TYLER
ANDERSON	MCCONNELL
DEIRDRE	FINLEY
JACQUELINE	MATHEWS
AURORA	LOPEZ
ANDRE	SAUNDERS
AMY	HOUSE
SYLVIA	MULLEN
ELIAS	JOYCE
AURELIO	LOWERY
JACLYN	BURNS
ANNE	ROWE
LANA	MCCRAY
TANYA	SANTIAGO
JARVIS	MARSH
JERRY	BUCKNER
CECILIA	KELLY
HALLIE	STEVENSON
ANGEL	COLLIER
NICOLAS	HAMILTON
BESSIE	BUCHANAN
JACKSON	BEARD
CLARE	MARTIN
LOTTIE	HICKS
WENDY	FRANKLIN
MARY	ONEAL
LORIE	NIXON
ROSENDO	ALFORD
JEFFREY	SARGENT
LIDIA	MEJIA
HENRIETTA	TURNER
ZACHERY	WISE
CARSON	CUMMINGS
PENELOPE	COBB
RONNY	RICHARDSON
TAMI	CHAMBERS
LEONA	HENDERSON
OMAR	STOUT
JAYNE	GORDON
MARCO	ODOM
REGINA	JORDAN
TRISHA	CASE
ADRIAN	RICE
KAREEM	BUCK
RUSSEL	BLACKWELL
PATSY	MERCADO
KIRK	MANNING
JACQUES	COTTON
COURTNEY	HESTER
ROBIN	FIGUEROA
RUDY	CASTILLO
CHASE	HENDRICKS
HESTER	MILLER
INEZ	ZAMORA
TIMMY	TREVINO
JARRETT	SANDERS
ELISEO	SWEET
TED	HENSLEY
DONNELL	BRADLEY
OLIVER	GIBBS
HARRIETT	HALL
TY	HOFFMAN
SEYMOUR	BARR
LETHA	SWEENEY
WESLEY	WASHINGTON
KENNETH	KEY
CLARA	MEDINA
LULA	MARQUEZ
JAIME	MCDOWELL
HILARY	STONE
ALLYSON	SHEPHERD
IMOGENE	JEFFERSON
CALVIN	CARLSON
PARKER	FITZPATRICK
LORENE	GILES
GINGER	MORENO
BLAINE	MALDONADO
VERNON	COHEN
BARBRA	GALLAGHER
AMBER	KANE
LEROY	BURRIS
JANETTE	WALL
WILLIAMS	MCCULLOUGH
JASON	TRAVIS
WILLIS	PAUL
DAVIS	ROSARIO
LUCIEN	FREEMAN
ALEXANDRIA	SHEPPARD
MINNIE	WILLIAMS
CHARMAINE	MERRITT
APRIL	RIVERS
CHRISTA	ESTES
IDA	HOPKINS
BOYD	ALVARADO
ETTA	BONNER
DAISY	CLAYTON
ELLIOTT	CLARKE
KATELYN	STANLEY
GUSTAVO	SULLIVAN
DARREL	CARRILLO
MARCIA	PRESTON
CLIFF	CHEN
DOLLIE	HUGHES
HUGO	LOWE
LUCILE	ODONNELL
MEGAN	MARSHALL
JOCELYN	LARA
SHERRY	LESTER
CASEY	SLOAN
DIONNE	MOSS
AL	MCLEOD
SANTIAGO	KIRBY
DILLON	BLACKBURN
ZACHARIAH	COOK
MYRON	GARDNER
BARNEY	PITTS
HERSHEL	JUAREZ
ANNIE	FRENCH
ANASTASIA	VELASQUEZ
NOELLE	RATLIFF
DUANE	PRUITT
JILLIAN	SMALL
TERI	HANEY
MITZI	HILL
CHAUNCEY	NEWMAN
BRADLEY	HODGES
KELLEY	KLINE
PAULA	CHANG
GAYLE	FRYE
ROYCE	TYSON
CLARK	BARRY
KERRI	RODGERS
RACHELLE	ROBLES
SHARLENE	GIBSON
JAMIE	HURST
LINDSAY	RIOS
NANETTE	RODRIGUEZ
ELIZABETH	PARSONS
FERDINAND	NUNEZ
DOROTHY	CHANEY
OLGA	BOOTH
HILLARY	BLAIR
HERSCHEL	LANG
LUPE	MCNEIL
NICHOLAS	LOTT
VIOLA	AUSTIN
NITA	RODRIQUEZ
ALPHONSE	HARTMAN
MARYLOU	NAVARRO
HORACIO	CHARLES
ALYSON	REESE
CHERIE	KRAMER
CARLA	HARVEY
FRANKIE	WHITAKER
NANCY	EMERSON
JESS	LANCASTER
JOAN	MYERS
LOLA	ROWLAND
SHELBY	GATES
ALTHEA	BUCKLEY
HOUSTON	NGUYEN
LILIANA	FULTON
MALLORY	SUAREZ
BURL	SIMS
HIRAM	LYNCH
LATONYA	VINSON
LEONOR	BULLOCK
GERARDO	HESS
GABRIEL	WEST
BERRY	WEBB
IRIS	HUNT
EMILE	HUDSON
NESTOR	BALDWIN
FRANCES	MCCORMICK
MONIQUE	KNAPP
BETTYE	NORRIS
INGRID	BLAKE
IRA	PATEL
BARBARA	NIEVES
JAN	ROBERSON
ANITA	LYNN
REBECCA	HANSON
JOHNATHAN	CAMPBELL
DEVON	MILLS
VALERIE	SCHMIDT
MARA	COOLEY
SAMMY	WALTER
SHANE	SEXTON
BRIDGETT	SUMMERS
CARLO	DUNN
BEATRICE	NOEL
DIANE	MCPHERSON
ANDREA	JOSEPH
RAY	BRIGGS
BERNADETTE	MCCLAIN
ALAN	FINCH
DOLLY	HODGE
LINDA	FERGUSON
ZELMA	WITT
KEVEN	SILVA
ROB	RIVERA
NADIA	JACOBSON
JERROLD	PATRICK
ELAINE	JACKSON
CRUZ	DAVIS
ROCHELLE	PHELPS
FELIPE	DAVENPORT
GRAHAM	FERNANDEZ
DESMOND	CHAVEZ
EDGARDO	CRAWFORD
RANDALL	FARLEY
DERRICK	CRUZ
ANNABELLE	KELLEY
WESTON	ORTEGA
DELBERT	SLATER
CORRINE	PHILLIPS
MERRILL	YANG
BRANDY	MELTON
MICHELLE	MURRAY
LYNNETTE	RUSSO
ELVIN	WILLIAM
CAROLINA	WAGNER
KENT	DAY
MATILDA	REYNOLDS
PATRICE	MCINTYRE
BRENDA	COMPTON
CHANCE	DOTSON
ALDO	GOODWIN
WHITNEY	PETERSEN
NIGEL	MASSEY
ADRIANA	THOMPSON
MARGARITA	BENTLEY
RUTHIE	MCINTOSH
JUSTIN	HICKMAN
NOLAN	CARPENTER
CATHRYN	WOODS
KIM	ACEVEDO
CALEB	SNIDER
FREDDIE	HOLT
ROBERTA	WOODWARD
MANDY	FREDERICK
BRENT	WONG
DAVE	MAYER
SHAUN	SANCHEZ
FELIX	FARRELL
EUNICE	DUKE
ROGELIO	DIXON
COREY	BEAN
CHRISTOPER	SWANSON
DONNIE	HUFFMAN
DORA	LAWRENCE
MARGERY	ORTIZ
SHARRON	DEJESUS
AUDRA	TALLEY
REED	PALMER
MICHEAL	FOWLER
THADDEUS	NORTON
TONYA	WELLS
REBA	EVANS
PAM	HOLDER
JUNIOR	GUZMAN
DOMINIQUE	VARGAS
DAMIAN	LARSON
KATINA	DIAZ
STACY	HEBERT
OCTAVIO	HARDY
CORNELIUS	PARKS
ADRIENNE	MAXWELL
LYMAN	PAYNE
CONSTANCE	BELL
MARIAN	ROJAS
SANTOS	BRADFORD
CHARLENE	MCBRIDE
ELEANOR	PUCKETT
JONATHAN	BYRD
CARMEN	RIVAS
THEODORE	MADDOX
IRVIN	UNDERWOOD
OWEN	SOSA
CRAIG	STEIN
LORETTA	LANGLEY
DIANA	LEVY
ALFONZO	VANG
JOESPH	MOSLEY
ERICH	JOHNSON
MARINA	MCCLURE
LETITIA	POPE
TRENT	RHODES
JASMINE	FRANKS
GUADALUPE	LOVE
BEVERLEY	TORRES
HARVEY	COPELAND
RANDOLPH	SERRANO
EMILY	BRADY
MARTIN	DENNIS
EBONY	LANE
ROLLAND	HAMPTON
CHRISTI	PATE
SUSAN	DORSEY
PAMELA	HOPPER
ALDEN	OLSON
MELBA	PENNINGTON
AVA	REID
NORRIS	HARRINGTON
PRESTON	LLOYD
FREEMAN	BOYD
DERICK	BOONE
CHARLEY	COOPER
MILAGROS	NORMAN
VICTOR	KELLER
DARNELL	CONTRERAS
AUGUSTINE	SIMMONS
NED	BUTLER
KATHIE	WATERS
MITCHEL	DAVIDSON
JOHANNA	OWEN
BERNARDO	CASTRO
ELDON	MCGOWAN
MILO	DAWSON
FREDDY	MONTGOMERY
ELTON	RICH
RAMIRO	GEORGE
TAMMIE	SAWYER
TWILA	ROSA
TROY	ELLIS
CHRISTIAN	BARNES
IRENE	TATE
BERTHA	COLE
BILL	PORTER
PHIL	BROWNING
BETTE	YOUNG
NELLIE	BRIGHT
JENNIFER	HAYDEN
ESSIE	BARTON
DUNCAN	ANTHONY
SONIA	KAUFMAN
RUBEN	GOLDEN
RENE	ROLLINS
BRIANA	CASH
SETH	ESPINOZA
JOE	BAILEY
JOY	SIMON
ALONZO	TAYLOR
DOMINICK	CANTRELL
VERA	RUSH
NICOLE	POOLE
MERVIN	MCFADDEN
LEWIS	GILLIAM
EDWARD	MCCOY
EDWARDO	HOWE
LUCIANO	LEWIS
GABRIELA	VAUGHN
ODELL	CALHOUN
SAMUEL	KNIGHT
LEILA	MCFARLAND
CELINA	DUFFY
